order_id,order_date,customer_id,product_id,quantity,discount,payment_method,shipping_cost,product_name,category,unit_cost,unit_price,unit_margin,target_margin_pct,customer_name,email,region,acquisition_channel,customer_segment,signup_date,is_returned,return_reason,gross_sales,discount_amount,net_sales,total_cost,gross_profit,profit_margin_pct,net_revenue,net_profit_final,order_year,order_month,order_year_month,order_quarter,day_of_week
ORD-12556,2025-07-01,CUST-1753,PROD-35,2,0.0,Credit Card,13.16,Gentle Daily Face Moisturizer,Beauty & Care,10.0,28.0,18.0,64.29,Jennifer Garcia,jennifer.garcia17@example.com,South,Direct / Organic,Corporate,2024-03-22,0,No Return,56.0,0.0,56.0,20.0,36.0,64.28571428571429,56.0,36.0,2025,7,2025-07,2025Q3,Tuesday
ORD-12557,2025-01-16,CUST-1924,PROD-16,2,0.1,Credit Card,15.31,Slim-Fit Denim Jeans,Electronics,28.0,68.0,40.0,58.82,Nancy Garcia,nancy.garcia25@example.com,Midwest,Email Campaign,Corporate,2025-03-03,0,No Return,136.0,13.600000000000001,122.4,56.0,66.4,54.2483660130719,122.4,66.4,2025,1,2025-01,2025Q1,Thursday
ORD-12558,2024-01-11,CUST-1886,PROD-17,5,0.0,PayPal,6.14,Thermal Base Layer Top,Apparel,15.0,38.0,23.0,60.53,Elizabeth Jackson,elizabeth.jackson41@example.com,Midwest,Referral,Consumer,2024-08-01,0,No Return,190.0,0.0,190.0,75.0,115.0,60.526315789473685,190.0,115.0,2024,1,2024-01,2024Q1,Thursday
ORD-12559,2025-05-12,CUST-1545,PROD-22,1,0.15,Store Credit,4.1,Non-Stick Ceramic Cookware Set,Beauty & Care,80.0,189.99,109.99000000000001,57.89,Thomas Anderson,thomas.anderson2@example.com,Midwest,Referral,Small Business,2025-03-05,0,No Return,189.99,28.4985,161.4915,80.0,81.4915,50.46178901056712,161.4915,81.4915,2025,5,2025-05,2025Q2,Monday
ORD-12560,2025-01-08,CUST-1443,PROD-32,4,0.2,PayPal,4.43,Sonic Electric Toothbrush,Beauty & Care,28.0,69.99,41.989999999999995,59.99,Richard Taylor,richard.taylor89@example.com,East,Email Campaign,Corporate,2024-12-01,0,No Return,279.96,55.992,223.968,112.0,111.96799999999999,49.99285612230319,223.968,111.96799999999999,2025,1,2025-01,2025Q1,Wednesday
ORD-12561,2024-05-12,CUST-1048,PROD-08,2,0.15,Debit Card,6.01,High-Speed Wi-Fi Router,Electronics,50.0,119.99,69.99,58.33,Donald Davis,donald.davis21@example.com,West,Referral,Small Business,2024-11-05,0,No Return,239.98,35.997,203.983,100.0,103.983,50.97630684910017,203.983,103.983,2024,5,2024-05,2024Q2,Sunday
ORD-12563,2025-08-22,CUST-1932,PROD-07,3,0.05,Credit Card,5.23,USB-C Multi-Port Hub,Home & Kitchen,15.0,39.99,24.990000000000002,62.49,Margaret Rodriguez,margaret.rodriguez11@example.com,Midwest,Referral,Consumer,2024-09-08,0,No Return,119.97,5.9985,113.97149999999999,45.0,68.97149999999999,60.51644490069885,113.97149999999999,68.97149999999999,2025,8,2025-08,2025Q3,Friday
ORD-12564,2024-08-04,CUST-1086,PROD-19,1,0.1,Debit Card,17.28,Casual Canvas Sneakers,Apparel,22.0,52.0,30.0,57.69,Barbara Martinez,barbara.martinez54@example.com,Midwest,Direct / Organic,Small Business,2025-07-13,0,No Return,52.0,5.2,46.8,22.0,24.799999999999997,52.991452991452995,46.8,24.799999999999997,2024,8,2024-08,2024Q3,Sunday
ORD-12565,2025-04-15,CUST-1811,PROD-20,3,0.15,Store Credit,17.22,Winter Insulated Gloves,Sports & Outdoors,12.0,32.0,20.0,62.5,Sandra Miller,sandra.miller93@example.com,East,Email Campaign,Consumer,2025-05-14,0,No Return,96.0,14.399999999999999,81.6,36.0,45.599999999999994,55.88235294117647,81.6,45.599999999999994,2025,4,2025-04,2025Q2,Tuesday
ORD-12566,2025-08-19,CUST-1355,PROD-39,5,0.0,Credit Card,6.84,Exfoliating Body Wash Lavender,Beauty & Care,5.0,14.99,9.99,66.64,Betty Taylor,betty.taylor54@example.com,West,Paid Ads,Corporate,2025-01-20,1,Late Delivery,74.95,0.0,74.95,25.0,49.95,66.6444296197465,0.0,-6.84,2025,8,2025-08,2025Q3,Tuesday
ORD-12568,2025-04-17,CUST-1265,PROD-20,3,0.0,Debit Card,17.75,Winter Insulated Gloves,Sports & Outdoors,12.0,32.0,20.0,62.5,Jennifer Smith,jennifer.smith78@example.com,Unknown,Email Campaign,Consumer,2024-05-09,0,No Return,96.0,0.0,96.0,36.0,60.0,62.5,96.0,60.0,2025,4,2025-04,2025Q2,Thursday
ORD-12569,2025-09-29,CUST-1169,PROD-39,4,0.05,Store Credit,5.76,Exfoliating Body Wash Lavender,Beauty & Care,5.0,14.99,9.99,66.64,William Moore,william.moore48@example.com,Unknown,Direct / Organic,Small Business,2024-09-25,0,No Return,59.96,2.998,56.962,20.0,36.962,64.88887328394368,56.962,36.962,2025,9,2025-09,2025Q3,Monday
ORD-12570,2025-02-19,CUST-1229,PROD-34,1,0.0,Credit Card,18.64,Deep Cleansing Charcoal Scrub,Beauty & Care,7.0,19.99,12.989999999999998,64.98,Daniel Williams,daniel.williams49@example.com,Unknown,Social Media,Consumer,2025-11-17,0,No Return,19.99,0.0,19.99,7.0,12.989999999999998,64.98249124562281,19.99,12.989999999999998,2025,2,2025-02,2025Q1,Wednesday
ORD-12571,2024-02-18,CUST-1951,PROD-35,3,0.0,Debit Card,11.52,Gentle Daily Face Moisturizer,Beauty & Care,10.0,28.0,18.0,64.29,Nancy Smith,nancy.smith2@example.com,West,Organic Search,Small Business,2024-04-16,0,No Return,84.0,0.0,84.0,30.0,54.0,64.28571428571429,84.0,54.0,2024,2,2024-02,2024Q1,Sunday
ORD-12572,2025-03-04,CUST-1739,PROD-04,1,0.15,Credit Card,10.69,Ergonomic Wireless Mouse,Electronics,20.0,49.99,29.990000000000002,59.99,Susan Miller,susan.miller97@example.com,East,Social Media,Corporate,2024-10-13,0,No Return,49.99,7.4985,42.4915,20.0,22.491500000000002,52.93176282315287,42.4915,22.491500000000002,2025,3,2025-03,2025Q1,Tuesday
ORD-12573,2024-12-28,CUST-1131,PROD-19,4,0.1,PayPal,6.0,Casual Canvas Sneakers,Apparel,22.0,52.0,30.0,57.69,Joseph Rodriguez,joseph.rodriguez75@example.com,West,Direct / Organic,Corporate,2024-04-03,0,No Return,208.0,20.8,187.2,88.0,99.19999999999999,52.991452991452995,187.2,99.19999999999999,2024,12,2024-12,2024Q4,Saturday
ORD-12574,2024-09-24,CUST-1227,PROD-27,2,0.0,Credit Card,16.16,Electric Kettle Temperature Control,Apparel,22.0,49.99,27.990000000000002,55.99,William Martin,william.martin43@example.com,North,Referral,Small Business,2024-05-24,0,No Return,99.98,0.0,99.98,44.0,55.980000000000004,55.99119823964793,99.98,55.980000000000004,2024,9,2024-09,2024Q3,Tuesday
ORD-12575,2024-10-01,CUST-1061,PROD-07,2,0.1,PayPal,5.73,USB-C Multi-Port Hub,Home & Kitchen,15.0,39.99,24.990000000000002,62.49,Anthony Davis,anthony.davis85@example.com,South,Email Campaign,Corporate,2024-10-12,0,No Return,79.98,7.998000000000001,71.982,30.0,41.982,58.3229140618488,71.982,41.982,2024,10,2024-10,2024Q4,Tuesday
ORD-12576,2025-12-28,CUST-1840,PROD-12,1,0.05,Store Credit,19.35,Women's High-Waist Yoga Pants,Apparel,18.0,48.0,30.0,62.5,Nancy Miller,nancy.miller40@example.com,Midwest,Paid Ads,Corporate,2024-05-28,0,No Return,48.0,2.4000000000000004,45.6,18.0,27.6,60.526315789473685,45.6,27.6,2025,12,2025-12,2025Q4,Sunday
ORD-12578,2025-09-17,CUST-1338,PROD-40,3,0.1,Debit Card,6.61,Beard Grooming & Trimming Kit,Beauty & Care,14.0,35.0,21.0,60.0,David Taylor,david.taylor88@example.com,South,Direct / Organic,Small Business,2025-05-15,0,No Return,105.0,10.5,94.5,42.0,52.5,55.55555555555556,94.5,52.5,2025,9,2025-09,2025Q3,Wednesday
ORD-12579,2025-08-12,CUST-1813,PROD-49,3,0.15,Store Credit,14.94,Outdoor Hydration Backpack 2L,Apparel,18.0,44.99,26.990000000000002,59.99,Lisa Jackson,lisa.jackson8@example.com,East,Social Media,Corporate,2025-03-02,0,No Return,134.97,20.2455,114.7245,54.0,60.724500000000006,52.93071662983932,114.7245,60.724500000000006,2025,8,2025-08,2025Q3,Tuesday
ORD-12580,2025-12-11,CUST-1957,PROD-06,2,0.15,Credit Card,16.62,Smart Watch Series V,Electronics,110.0,229.99,119.99000000000001,52.17,William Garcia,william.garcia36@example.com,North,Email Campaign,Corporate,2024-12-06,0,No Return,459.98,68.997,390.983,220.0,170.983,43.73156889174209,390.983,170.983,2025,12,2025-12,2025Q4,Thursday
ORD-12581,2024-06-19,CUST-1760,PROD-20,2,0.1,Debit Card,4.16,Winter Insulated Gloves,Sports & Outdoors,12.0,32.0,20.0,62.5,Donald Jackson,donald.jackson82@example.com,Unknown,Referral,Corporate,2024-12-21,0,No Return,64.0,6.4,57.6,24.0,33.6,58.333333333333336,57.6,33.6,2024,6,2024-06,2024Q2,Wednesday
ORD-12582,2024-07-26,CUST-1589,PROD-03,1,0.1,Debit Card,17.47,Mechanical Gaming Keyboard,Electronics,45.0,99.99,54.989999999999995,55.0,Barbara Johnson,barbara.johnson82@example.com,East,Referral,Small Business,2024-02-19,0,No Return,99.99,9.999,89.991,45.0,44.991,49.99499949994999,89.991,44.991,2024,7,2024-07,2024Q3,Friday
ORD-12583,2025-02-20,CUST-1320,PROD-20,5,0.1,PayPal,17.46,Winter Insulated Gloves,Sports & Outdoors,12.0,32.0,20.0,62.5,Nancy Jones,missing_email@apexretail.com,Midwest,Paid Ads,Corporate,2025-10-30,0,No Return,160.0,16.0,144.0,60.0,84.0,58.333333333333336,144.0,84.0,2025,2,2025-02,2025Q1,Thursday
ORD-12584,2025-12-23,CUST-1961,PROD-04,3,0.0,PayPal,5.99,Ergonomic Wireless Mouse,Electronics,20.0,49.99,29.990000000000002,59.99,Patricia Johnson,patricia.johnson74@example.com,East,Email Campaign,Consumer,2025-05-24,0,No Return,149.97,0.0,149.97,60.0,89.97,59.991998399679936,149.97,89.97,2025,12,2025-12,2025Q4,Tuesday
ORD-12585,2025-09-26,CUST-1723,PROD-48,4,0.1,Debit Card,16.97,High-Performance Bicycle Helmet,Sports & Outdoors,25.0,64.99,39.989999999999995,61.53,William Moore,william.moore74@example.com,East,Direct / Organic,Corporate,2025-01-21,0,No Return,259.96,25.996,233.96399999999997,100.0,133.96399999999997,57.258381631362084,233.96399999999997,133.96399999999997,2025,9,2025-09,2025Q3,Friday
ORD-12586,2024-10-01,CUST-1202,PROD-20,5,0.1,Credit Card,4.3,Winter Insulated Gloves,Sports & Outdoors,12.0,32.0,20.0,62.5,Michael Gonzalez,michael.gonzalez44@example.com,South,Social Media,Corporate,2024-11-28,0,No Return,160.0,16.0,144.0,60.0,84.0,58.333333333333336,144.0,84.0,2024,10,2024-10,2024Q4,Tuesday
ORD-12587,2024-11-23,CUST-1688,PROD-38,3,0.0,Credit Card,11.49,Natural Sunscreen SPF 50,Beauty & Care,8.0,22.0,14.0,63.64,Christopher Rodriguez,christopher.rodriguez24@example.com,South,Social Media,Small Business,2024-05-01,1,Defective Item,66.0,0.0,66.0,24.0,42.0,63.63636363636363,0.0,-11.49,2024,11,2024-11,2024Q4,Saturday
ORD-12588,2025-12-11,CUST-1255,PROD-33,2,0.0,Credit Card,18.94,Organic Argan Hair Oil Repair,Beauty & Care,9.0,26.0,17.0,65.38,Christopher Garcia,christopher.garcia9@example.com,West,Organic Search,Corporate,2024-07-25,0,No Return,52.0,0.0,52.0,18.0,34.0,65.38461538461539,52.0,34.0,2025,12,2025-12,2025Q4,Thursday
ORD-12589,2024-08-26,CUST-1920,PROD-44,2,0.0,Store Credit,8.95,Ultra-Thick Non-Slip Yoga Mat,Sports & Outdoors,14.0,36.0,22.0,61.11,John Jackson,missing_email@apexretail.com,Midwest,Email Campaign,Consumer,2024-10-28,0,No Return,72.0,0.0,72.0,28.0,44.0,61.111111111111114,72.0,44.0,2024,8,2024-08,2024Q3,Monday
ORD-12590,2024-07-02,CUST-1956,PROD-17,5,0.15,Debit Card,7.04,Thermal Base Layer Top,Apparel,15.0,38.0,23.0,60.53,Nancy Williams,nancy.williams36@example.com,West,Direct / Organic,Small Business,2024-11-27,0,No Return,190.0,28.5,161.5,75.0,86.5,53.56037151702786,161.5,86.5,2024,7,2024-07,2024Q3,Tuesday
ORD-12591,2025-04-14,CUST-1356,PROD-03,1,0.1,Credit Card,6.0,Mechanical Gaming Keyboard,Electronics,45.0,99.99,54.989999999999995,55.0,Jennifer Moore,jennifer.moore29@example.com,East,Direct / Organic,Consumer,2025-04-19,0,No Return,99.99,9.999,89.991,45.0,44.991,49.99499949994999,89.991,44.991,2025,4,2025-04,2025Q2,Monday
ORD-12592,2024-05-15,CUST-1500,PROD-46,3,0.05,Credit Card,17.74,Trekking Poles Aluminum Pair,Apparel,16.0,39.99,23.990000000000002,59.99,Mary Garcia,mary.garcia56@example.com,West,Email Campaign,Consumer,2025-01-26,0,No Return,119.97,5.9985,113.97149999999999,48.0,65.97149999999999,57.88420789407878,113.97149999999999,65.97149999999999,2024,5,2024-05,2024Q2,Wednesday
ORD-12593,2024-02-25,CUST-1274,PROD-41,1,0.05,PayPal,6.43,Adjustable Dumbbell Set 50lbs,Sports & Outdoors,110.0,249.99,139.99,56.0,Linda Brown,linda.brown18@example.com,South,Email Campaign,Consumer,2025-01-04,0,No Return,249.99,12.499500000000001,237.4905,110.0,127.4905,53.68235782062861,237.4905,127.4905,2024,2,2024-02,2024Q1,Sunday
ORD-12594,2025-10-25,CUST-1970,PROD-22,1,0.0,Credit Card,13.92,Non-Stick Ceramic Cookware Set,Beauty & Care,80.0,189.99,109.99000000000001,57.89,Jessica Gonzalez,jessica.gonzalez70@example.com,Unknown,Social Media,Corporate,2025-06-30,0,No Return,189.99,0.0,189.99,80.0,109.99000000000001,57.89252065898205,189.99,109.99000000000001,2025,10,2025-10,2025Q4,Saturday
ORD-12595,2025-01-15,CUST-1135,PROD-21,1,0.1,Credit Card,5.2,Stainless Steel Espresso Machine,Home & Kitchen,140.0,299.99,159.99,53.33,Margaret Moore,margaret.moore7@example.com,South,Referral,Corporate,2025-09-29,0,No Return,299.99,29.999000000000002,269.991,140.0,129.99099999999999,48.14641969547132,269.991,129.99099999999999,2025,1,2025-01,2025Q1,Wednesday
ORD-12596,2024-04-03,CUST-1751,PROD-23,3,0.2,PayPal,15.66,Smart Robot Vacuum Cleaner,Home & Kitchen,160.0,349.99,189.99,54.28,David Hernandez,david.hernandez91@example.com,East,Referral,Small Business,2025-02-08,0,No Return,1049.97,209.99400000000003,839.976,480.0,359.976,42.855510157433066,839.976,359.976,2024,4,2024-04,2024Q2,Wednesday
ORD-12597,2024-11-13,CUST-1781,PROD-05,4,0.0,Debit Card,15.06,Portable Bluetooth Speaker,Home & Kitchen,30.0,79.99,49.989999999999995,62.5,Daniel Martin,daniel.martin99@example.com,North,Paid Ads,Consumer,2025-05-26,0,No Return,319.96,0.0,319.96,120.0,199.95999999999998,62.49531191398925,319.96,199.95999999999998,2024,11,2024-11,2024Q4,Wednesday
ORD-12598,2024-11-17,CUST-1916,PROD-26,2,0.0,Credit Card,14.1,Memory Foam Queen Mattress Topper,Home & Kitchen,65.0,139.99,74.99000000000001,53.57,Matthew Gonzalez,matthew.gonzalez83@example.com,Unknown,Organic Search,Consumer,2024-08-10,0,No Return,279.98,0.0,279.98,130.0,149.98000000000002,53.56811200800058,279.98,149.98000000000002,2024,11,2024-11,2024Q4,Sunday
ORD-12599,2024-05-14,CUST-1018,PROD-28,4,0.0,Credit Card,14.73,"Chef's Knife Japanese Steel 8""",Home & Kitchen,30.0,74.99,44.989999999999995,59.99,Betty Wilson,betty.wilson50@example.com,West,Referral,Corporate,2025-06-25,0,No Return,299.96,0.0,299.96,120.0,179.95999999999998,59.994665955460725,299.96,179.95999999999998,2024,5,2024-05,2024Q2,Tuesday
ORD-12600,2025-07-03,CUST-1734,PROD-28,2,0.0,Credit Card,11.32,"Chef's Knife Japanese Steel 8""",Home & Kitchen,30.0,74.99,44.989999999999995,59.99,William Gonzalez,william.gonzalez74@example.com,South,Organic Search,Small Business,2025-03-09,0,No Return,149.98,0.0,149.98,60.0,89.97999999999999,59.994665955460725,149.98,89.97999999999999,2025,7,2025-07,2025Q3,Thursday
ORD-12601,2024-03-15,CUST-1057,PROD-21,4,0.15,Debit Card,14.67,Stainless Steel Espresso Machine,Home & Kitchen,140.0,299.99,159.99,53.33,Barbara Moore,barbara.moore53@example.com,Midwest,Direct / Organic,Consumer,2024-08-30,0,No Return,1199.96,179.994,1019.966,560.0,459.966,45.096209089322585,1019.966,459.966,2024,3,2024-03,2024Q1,Friday
ORD-12602,2025-03-06,CUST-1080,PROD-20,2,0.2,Store Credit,4.37,Winter Insulated Gloves,Sports & Outdoors,12.0,32.0,20.0,62.5,Susan Moore,susan.moore21@example.com,West,Email Campaign,Corporate,2024-09-10,0,No Return,64.0,12.8,51.2,24.0,27.200000000000003,53.125,51.2,27.200000000000003,2025,3,2025-03,2025Q1,Thursday
ORD-12603,2025-06-01,CUST-1039,PROD-07,3,0.1,Credit Card,17.58,USB-C Multi-Port Hub,Home & Kitchen,15.0,39.99,24.990000000000002,62.49,William Anderson,william.anderson90@example.com,Midwest,Direct / Organic,Small Business,2025-05-13,0,No Return,119.97,11.997,107.973,45.0,62.973,58.3229140618488,107.973,62.973,2025,6,2025-06,2025Q2,Sunday
ORD-12604,2024-08-09,CUST-1526,PROD-34,1,0.15,Credit Card,7.3,Deep Cleansing Charcoal Scrub,Beauty & Care,7.0,19.99,12.989999999999998,64.98,Matthew Davis,matthew.davis10@example.com,North,Social Media,Consumer,2024-11-22,0,No Return,19.99,2.9984999999999995,16.9915,7.0,9.991499999999998,58.80293087720331,16.9915,9.991499999999998,2024,8,2024-08,2024Q3,Friday
ORD-12605,2024-10-14,CUST-1673,PROD-08,2,0.15,Credit Card,5.81,High-Speed Wi-Fi Router,Electronics,50.0,119.99,69.99,58.33,Donald Thomas,donald.thomas46@example.com,East,Email Campaign,Small Business,2024-04-21,1,Defective Item,239.98,35.997,203.983,100.0,103.983,50.97630684910017,0.0,-5.81,2024,10,2024-10,2024Q4,Monday
ORD-12606,2025-06-04,CUST-1361,PROD-06,3,0.1,Credit Card,4.72,Smart Watch Series V,Electronics,110.0,229.99,119.99000000000001,52.17,Michael Thomas,michael.thomas43@example.com,East,Organic Search,Consumer,2024-07-13,0,No Return,689.97,68.997,620.9730000000001,330.0,290.97300000000007,46.85759284220087,620.9730000000001,290.97300000000007,2025,6,2025-06,2025Q2,Wednesday
ORD-12607,2024-12-24,CUST-1391,PROD-22,5,0.15,PayPal,10.07,Non-Stick Ceramic Cookware Set,Beauty & Care,80.0,189.99,109.99000000000001,57.89,Robert Gonzalez,robert.gonzalez14@example.com,North,Organic Search,Corporate,2025-03-31,0,No Return,949.95,142.4925,807.4575,400.0,407.4575,50.46178901056712,807.4575,407.4575,2024,12,2024-12,2024Q4,Tuesday
ORD-12608,2024-06-29,CUST-1973,PROD-10,2,0.0,Credit Card,5.79,HD Webcam 1080p,Sports & Outdoors,30.0,69.99,39.989999999999995,57.14,Nancy Moore,nancy.moore75@example.com,South,Organic Search,Consumer,2024-05-24,0,No Return,139.98,0.0,139.98,60.0,79.97999999999999,57.13673381911701,139.98,79.97999999999999,2024,6,2024-06,2024Q2,Saturday
ORD-12609,2025-11-15,CUST-1159,PROD-41,2,0.05,Store Credit,8.51,Adjustable Dumbbell Set 50lbs,Sports & Outdoors,110.0,249.99,139.99,56.0,Daniel Rodriguez,daniel.rodriguez39@example.com,South,Email Campaign,Corporate,2024-04-19,0,No Return,499.98,24.999000000000002,474.981,220.0,254.981,53.68235782062861,474.981,254.981,2025,11,2025-11,2025Q4,Saturday
ORD-12610,2025-04-22,CUST-1730,PROD-50,5,0.0,Credit Card,16.29,Compact LED Camping Lantern,Sports & Outdoors,8.0,21.99,13.989999999999998,63.62,Linda Davis,linda.davis27@example.com,South,Paid Ads,Consumer,2025-09-25,0,No Return,109.94999999999999,0.0,109.94999999999999,40.0,69.94999999999999,63.619827194179166,109.94999999999999,69.94999999999999,2025,4,2025-04,2025Q2,Tuesday
ORD-12611,2025-09-10,CUST-1779,PROD-39,5,0.05,Credit Card,14.25,Exfoliating Body Wash Lavender,Beauty & Care,5.0,14.99,9.99,66.64,Michael Brown,michael.brown56@example.com,East,Organic Search,Consumer,2024-10-09,0,No Return,74.95,3.7475000000000005,71.2025,25.0,46.2025,64.88887328394368,71.2025,46.2025,2025,9,2025-09,2025Q3,Wednesday
ORD-12612,2024-12-20,CUST-1210,PROD-27,1,0.05,Store Credit,11.68,Electric Kettle Temperature Control,Apparel,22.0,49.99,27.990000000000002,55.99,Susan Smith,susan.smith10@example.com,East,Referral,Corporate,2025-08-10,1,Item Not as Described,49.99,2.4995000000000003,47.490500000000004,22.0,25.490500000000004,53.674945515418884,0.0,-11.68,2024,12,2024-12,2024Q4,Friday
ORD-12613,2025-07-31,CUST-1540,PROD-33,4,0.05,Credit Card,17.88,Organic Argan Hair Oil Repair,Beauty & Care,9.0,26.0,17.0,65.38,Donald Davis,donald.davis11@example.com,West,Direct / Organic,Consumer,2025-05-29,0,No Return,104.0,5.2,98.8,36.0,62.8,63.56275303643725,98.8,62.8,2025,7,2025-07,2025Q3,Thursday
ORD-12614,2024-12-11,CUST-1087,PROD-28,4,0.0,Debit Card,14.69,"Chef's Knife Japanese Steel 8""",Home & Kitchen,30.0,74.99,44.989999999999995,59.99,Betty Martin,betty.martin63@example.com,South,Social Media,Corporate,2025-05-12,0,No Return,299.96,0.0,299.96,120.0,179.95999999999998,59.994665955460725,299.96,179.95999999999998,2024,12,2024-12,2024Q4,Wednesday
ORD-12615,2025-01-09,CUST-1311,PROD-16,1,0.15,Credit Card,18.65,Slim-Fit Denim Jeans,Electronics,28.0,68.0,40.0,58.82,Jennifer Anderson,jennifer.anderson44@example.com,Midwest,Social Media,Small Business,2025-11-28,1,Late Delivery,68.0,10.2,57.8,28.0,29.799999999999997,51.55709342560554,0.0,-18.65,2025,1,2025-01,2025Q1,Thursday
ORD-12616,2025-11-02,CUST-1151,PROD-02,2,0.05,Credit Card,17.35,"Smart 4K Ultra HD TV 55""",Electronics,350.0,699.99,349.99,50.0,Daniel Thomas,daniel.thomas5@example.com,Midwest,Organic Search,Consumer,2025-10-08,0,No Return,1399.98,69.99900000000001,1329.981,700.0,629.981,47.36766916219104,1329.981,629.981,2025,11,2025-11,2025Q4,Sunday
ORD-12617,2024-12-20,CUST-1220,PROD-16,4,0.1,PayPal,4.28,Slim-Fit Denim Jeans,Electronics,28.0,68.0,40.0,58.82,Joseph Johnson,joseph.johnson37@example.com,North,Direct / Organic,Consumer,2025-09-21,0,No Return,272.0,27.200000000000003,244.8,112.0,132.8,54.2483660130719,244.8,132.8,2024,12,2024-12,2024Q4,Friday
ORD-12618,2024-07-23,CUST-1571,PROD-31,2,0.1,Credit Card,9.93,Hydrating Facial Serum Vitamin C,Beauty & Care,12.0,34.0,22.0,64.71,Anthony Miller,anthony.miller92@example.com,South,Direct / Organic,Small Business,2025-10-15,1,Wrong Size / Fit,68.0,6.800000000000001,61.2,24.0,37.2,60.7843137254902,0.0,-9.93,2024,7,2024-07,2024Q3,Tuesday
ORD-12619,2025-07-14,CUST-1873,PROD-07,1,0.0,Debit Card,19.27,USB-C Multi-Port Hub,Home & Kitchen,15.0,39.99,24.990000000000002,62.49,Jessica Jones,jessica.jones36@example.com,East,Referral,Corporate,2025-06-21,0,No Return,39.99,0.0,39.99,15.0,24.990000000000002,62.49062265566392,39.99,24.990000000000002,2025,7,2025-07,2025Q3,Monday
ORD-12620,2024-10-24,CUST-1060,PROD-22,1,0.15,Credit Card,14.64,Non-Stick Ceramic Cookware Set,Beauty & Care,80.0,189.99,109.99000000000001,57.89,Richard Johnson,richard.johnson29@example.com,South,Email Campaign,Corporate,2024-11-08,0,No Return,189.99,28.4985,161.4915,80.0,81.4915,50.46178901056712,161.4915,81.4915,2024,10,2024-10,2024Q4,Thursday
ORD-12621,2025-08-23,CUST-1582,PROD-32,4,0.0,Credit Card,12.15,Sonic Electric Toothbrush,Beauty & Care,28.0,69.99,41.989999999999995,59.99,Susan Wilson,susan.wilson62@example.com,West,Organic Search,Consumer,2025-06-30,0,No Return,279.96,0.0,279.96,112.0,167.95999999999998,59.99428489784254,279.96,167.95999999999998,2025,8,2025-08,2025Q3,Saturday
ORD-12622,2024-05-18,CUST-1220,PROD-01,3,0.0,Credit Card,7.51,Wireless Noise-Canceling Headphones,Electronics,120.0,249.99,129.99,52.0,Joseph Johnson,joseph.johnson37@example.com,North,Direct / Organic,Consumer,2025-09-21,0,No Return,749.97,0.0,749.97,360.0,389.97,51.998079923196926,749.97,389.97,2024,5,2024-05,2024Q2,Saturday
ORD-12623,2025-11-18,CUST-1082,PROD-19,2,0.15,Debit Card,13.89,Casual Canvas Sneakers,Apparel,22.0,52.0,30.0,57.69,Joseph Williams,joseph.williams31@example.com,East,Social Media,Corporate,2025-07-07,0,No Return,104.0,15.6,88.4,44.0,44.400000000000006,50.2262443438914,88.4,44.400000000000006,2025,11,2025-11,2025Q4,Tuesday
ORD-12624,2024-08-19,CUST-1998,PROD-46,4,0.15,Credit Card,19.38,Trekking Poles Aluminum Pair,Apparel,16.0,39.99,23.990000000000002,59.99,Patricia Anderson,patricia.anderson22@example.com,East,Paid Ads,Corporate,2025-09-10,0,No Return,159.96,23.994,135.966,64.0,71.96600000000001,52.92940882279393,135.966,71.96600000000001,2024,8,2024-08,2024Q3,Monday
ORD-12625,2025-02-26,CUST-1773,PROD-25,5,0.1,PayPal,9.74,High-Speed Blender 1200W,Home & Kitchen,40.0,89.99,49.989999999999995,55.55,Daniel Johnson,daniel.johnson97@example.com,South,Organic Search,Corporate,2025-02-05,0,No Return,449.95,44.995000000000005,404.955,200.0,204.95499999999998,50.611796372436444,404.955,204.95499999999998,2025,2,2025-02,2025Q1,Wednesday
ORD-12626,2025-06-18,CUST-1149,PROD-22,3,0.2,Store Credit,4.88,Non-Stick Ceramic Cookware Set,Beauty & Care,80.0,189.99,109.99000000000001,57.89,Margaret Jones,margaret.jones34@example.com,East,Referral,Small Business,2025-02-11,0,No Return,569.97,113.99400000000001,455.976,240.0,215.976,47.36565082372756,455.976,215.976,2025,6,2025-06,2025Q2,Wednesday
ORD-12627,2024-06-18,CUST-1230,PROD-19,4,0.2,Store Credit,11.22,Casual Canvas Sneakers,Apparel,22.0,52.0,30.0,57.69,Daniel Taylor,daniel.taylor86@example.com,West,Referral,Corporate,2024-01-19,0,No Return,208.0,41.6,166.4,88.0,78.4,47.11538461538461,166.4,78.4,2024,6,2024-06,2024Q2,Tuesday
ORD-12628,2024-04-14,CUST-1378,PROD-34,1,0.05,Credit Card,18.76,Deep Cleansing Charcoal Scrub,Beauty & Care,7.0,19.99,12.989999999999998,64.98,Charles Davis,charles.davis29@example.com,East,Direct / Organic,Consumer,2025-10-31,0,No Return,19.99,0.9994999999999999,18.990499999999997,7.0,11.990499999999997,63.139464469076636,18.990499999999997,11.990499999999997,2024,4,2024-04,2024Q2,Sunday
ORD-12629,2025-10-06,CUST-1904,PROD-01,4,0.1,Store Credit,4.69,Wireless Noise-Canceling Headphones,Electronics,120.0,249.99,129.99,52.0,Karen Lopez,karen.lopez26@example.com,Unknown,Referral,Consumer,2025-04-21,0,No Return,999.96,99.99600000000001,899.964,480.0,419.96400000000006,46.664533247996594,899.964,419.96400000000006,2025,10,2025-10,2025Q4,Monday
